区域,房源维护时间,房源编号,租赁方式,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
东城 安定门 车辇店胡同,2020/4/22,BJ2426578198570467328,整租,1室0厅1卫,14㎡,精装修,任兵,14㎡,南,今天,随时入住,低楼层/1层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,一般下班后可看,季付,4000,4000,0,4000
丰台 木樨园 宣祥家园,2020/4/22,BJ2407143805984702464,整租,1室1厅1卫,67㎡,精装修,胡亚玲,67㎡,东,今天,随时入住,低楼层/26层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,3800,3800,0,3800
东城 安定门 永恒胡同,2020/4/22,BJ2484800080138207232,整租,1室0厅1卫,16㎡,#,韩爽,16㎡,北,今天,随时入住,低楼层/1层,无,暂无数据,民水,民电,暂无数据,暂无数据,3年以上,需提前预约,季付,3100,3100,0,3100
海淀 苏州桥 三义庙北,2020/4/22,BJ2478280899067133952,整租,1室0厅0卫,9㎡,#,王浩,9㎡,北,今天,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3150,3150,0,3150
东城 东四 北沟沿,2020/4/22,BJ2357151271263682560,整租,1室0厅1卫,11㎡,#,任兵,11㎡,南,今天,随时入住,低楼层/1层,无,暂无数据,民水,民电,无,自采暖,3年以内,需提前预约,季付,3200,3200,0,3200
朝阳 惠新西街 胜古北里,2020/4/22,BJ2468144374425862144,整租,1室0厅1卫,18㎡,#,于晓楠,18㎡,南,今天,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4300,4300,0,4300
丰台 马家堡 7克拉,2020/4/22,BJ2490462322280103936,整租,1房间1卫,24㎡,#,魏媛星,24㎡,西,今天,2020/4/29,低楼层/13层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,3700,3700,0,3700
东城 东四 北沟沿,2020/4/12,BJ2494806243773267968,整租,1室0厅0卫,15㎡,#,任兵,15㎡,南 北,10天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,无,自采暖,3年以上,需提前预约,季付,2500,2500,0,2500
东城 东四 小菊胡同,2020/4/22,BJ2480468010465501184,整租,1室0厅0卫,19㎡,#,马家凯,19㎡,东,今天,随时入住,低楼层/1层,无,暂无数据,暂无数据,暂无数据,暂无数据,自采暖,3年以上,需提前预约,季付,2500,2500,0,2500
朝阳 潘家园 弘善家园,2020/4/22,BJ2482652848903421952,整租,1室0厅1卫,42㎡,#,潘雪梅,42㎡,南,今天,随时入住,中楼层/28层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,4200,4200,0,4200
东城 崇文门 兴隆都市馨园,2020/4/22,BJ2457760051629670400,整租,1室1厅1卫,29㎡,精装修,杨伟,29㎡,北,今天,随时入住,高楼层/7层,有,暂无数据,民水,民电,无,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
朝阳 百子湾 大成国际,2020/4/22,BJ2434667123289620480,整租,1室0厅1卫,39㎡,精装修,刘恩慧,39㎡,西,今天,随时入住,中楼层/21层,有,租用车位,民水,民电,无,集中供暖,1年以内,需提前预约,季付,4800,4800,0,4800
朝阳 方庄 10AM新坐标,2020/4/15,BJ2466739636500692992,整租,1室0厅1卫,46㎡,#,李金龙,46㎡,南,7天前,随时入住,低楼层/29层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,5100,5100,0,5100
房山 良乡 西潞北大街二中家属楼,2020/4/17,BJ2338896588996886528,整租,2室1厅1卫,71㎡,#,王德玲,71㎡,东 西,5天前,随时入住,低楼层/6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,1年以内,需提前预约,季付,2600,2600,0,2600
顺义 马坡 泰和谊园,2020/4/14,BJ2489755726013546496,整租,3室1厅1卫,91㎡,#,武晓丽,91㎡,南 北,8天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,3100,3100,0,3100
朝阳 管庄 管庄西里,2020/4/20,BJ2497587414085156864,整租,2室1厅1卫,63㎡,#,苑琦萱,63㎡,南 北,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,4600,4600,0,4600
朝阳 大望路 后现代城B区,2020/4/15,BJ2492066123919933440,整租,1室0厅1卫,50㎡,精装修,李睿,50㎡,北,7天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4800,4800,0,4800
朝阳 北苑 北京青年城,2020/4/8,BJ2491847162796195840,整租,1室0厅1卫,33㎡,精装修,赵云,33㎡,北,14天前,随时入住,高楼层/10层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4200,4200,0,4200
朝阳 北苑 北京青年城,2020/4/14,BJ2490631097332285440,整租,1室0厅1卫,40㎡,#,金楠,40㎡,南,8天前,随时入住,低楼层/10层,有,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5000,5000,0,5000
房山 长阳 加州水郡金桥国际酒店,2020/4/20,BJ2436094336736436224,整租,1室0厅1卫,49㎡,精装修,,49㎡,北,2天前,随时入住,低楼层/16层,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1年以内,需提前预约,季付,2200,2200,0,2200
顺义 李桥 馨港庄园三区,2020/4/22,BJ2490559295460999168,整租,1室1厅1卫,43㎡,#,王楠楠,43㎡,南,今天,随时入住,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,2200,2200,0,2200
海淀 海淀北部新区 万和嘉园二区,2020/4/20,BJ2458785164349161472,整租,1室0厅1卫,45㎡,精装修,李勇,45㎡,南,2天前,随时入住,中楼层/16层,无,暂无数据,暂无数据,暂无数据,有,自采暖,暂无数据,需提前预约,季付,4300,4300,0,4300
海淀 定慧寺 定慧西里,2020/4/22,BJ2355652228498595840,整租,1室0厅1卫,12㎡,#,王涛,12㎡,北,今天,随时入住,中楼层/13层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2400,2400,0,2400
朝阳 双桥 金隅可乐,2020/4/20,BJ2500661001197207552,整租,2房间1卫,62㎡,#,向琴,62㎡,西南,2天前,随时入住,中楼层/19层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,4980,4980,0,4980
朝阳 方庄 10AM新坐标,2020/4/16,BJ2499102032204398592,整租,1室0厅1卫,40㎡,#,李德宝,40㎡,东,6天前,2020/5/8,低楼层/29层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000
东城 崇文门 兴隆都市馨园,2020/4/22,BJ2497768695687028736,整租,1室0厅1卫,24㎡,精装修,王晓东,24㎡,东,今天,随时入住,高楼层/7层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,5300,5300,0,5300
朝阳 惠新西街 惠新里小区,2020/4/15,BJ2499147165012590592,整租,2室1厅1卫,53㎡,精装修,张悦,53㎡,南 北,7天前,2020/5/7,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6500,6500,0,6500
西城 广安门 荣丰2008,2020/4/20,BJ2499810338858336256,整租,1室1厅1卫,62㎡,精装修,徐志伟,62㎡,南,2天前,2020/4/26,中楼层/26层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5000,5000,0,5000
丰台 刘家窑 石榴园南里小区,2020/4/15,BJ2499245831845322752,整租,1室1厅1卫,51㎡,#,王培臣,51㎡,南,7天前,2020/5/3,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500
丰台 科技园区 富丰园小区,2020/4/15,BJ2496113873141104640,整租,1室1厅1卫,47㎡,#,韩诗宇,47㎡,西,7天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,3900,3900,0,3900
朝阳 管庄 管庄西里,2020/4/18,BJ2496884019245875200,整租,2室1厅1卫,60㎡,#,苑琦萱,60㎡,南 北,4天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,4800,4800,0,4800
朝阳 石佛营 八里庄北里小区,2020/4/18,BJ2497059734604496896,整租,1室1厅1卫,45㎡,#,林心雨,45㎡,东 西,4天前,随时入住,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,4300,4300,0,4300
东城 崇文门 兴隆都市馨园,2020/4/19,BJ2496195066159169536,整租,1室1厅0卫,27㎡,#,牛佳荣,27㎡,南,3天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,5100,5100,0,5100
朝阳 常营 北京像素南区,2020/4/17,BJ2497596526604861440,整租,1房间1卫,53㎡,精装修,杨明明,53㎡,东北,5天前,随时入住,中楼层/23层,有,租用车位,民水,民电,无,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
朝阳 双桥 北花园小区,2020/4/17,BJ2497618380631048192,整租,1室0厅1卫,52㎡,#,孙尚楠,52㎡,南,5天前,随时入住,中楼层/29层,有,租用车位,暂无数据,暂无数据,暂无数据,暂无数据,3年以内,需提前预约,季付,4000,4000,0,4000
东城 崇文门 兴隆都市馨园,2020/4/20,BJ2497702260294303744,整租,1室0厅1卫,31㎡,#,闻爱清,31㎡,北,2天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4400,4400,0,4400
朝阳 定福庄 福盈家园,2020/4/18,BJ2498501603259056128,整租,1室0厅1卫,53㎡,精装修,朱林,53㎡,南,4天前,随时入住,高楼层/20层,有,租用车位,暂无数据,民电,有,自采暖,3年以上,需提前预约,季付,4799,4799,0,4799
昌平 鼓楼大街 南环里,2020/4/21,BJ2497568976008658944,整租,1室0厅1卫,41㎡,#,唐晓丽,41㎡,西,1天前,随时入住,中楼层/10层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600
东城 崇文门 兴隆都市馨园,2020/4/22,BJ2497700565099233280,整租,1室0厅1卫,28㎡,精装修,连超,28㎡,南,今天,随时入住,高楼层/7层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,需咨询,4300,4300,0,4300
西城 马连道 茶贸国际中心,2020/4/15,BJ2500742790175268864,整租,1房间1卫,34㎡,精装修,吴霜,34㎡,北,7天前,随时入住,高楼层/12层,有,暂无数据,商水,商电,无,集中供暖,1年以内,需提前预约,季付,4200,4200,0,4200
房山 良乡 明源南街,2020/4/15,BJ2312796995175596032,整租,2室1厅1卫,72㎡,#,李彩亮,72㎡,南 北,7天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2500,2500,0,2500
朝阳 双桥 双桥六号井,2020/4/15,BJ2409158998902177792,整租,2室1厅1卫,59㎡,#,陈涛,59㎡,南 北,7天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4300,4300,0,4300
大兴 观音寺 观音寺小区,2020/4/13,BJ2481657578321346560,整租,2室1厅1卫,71㎡,#,冯冬雪,71㎡,南 北,9天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
顺义 马坡 马坡花园一区,2020/4/10,BJ2422979013015511040,整租,1室2厅1卫,75㎡,#,马从刚,75㎡,南 北,12天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3100,3100,0,3100
大兴 观音寺 观音寺北里,2020/4/8,BJ2421564509702594560,整租,2室1厅1卫,69㎡,#,冯冬雪,69㎡,南 北,14天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2900,2900,0,2900
朝阳 首都机场 南平里,2020/4/13,BJ2373667968598425600,整租,2室1厅1卫,62㎡,#,宋海超,62㎡,南 北,9天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4000,4000,0,4000
亦庄开发区 马驹桥 新海北里,2020/4/15,BJ2385417556463714304,整租,2室1厅1卫,74㎡,#,李莹,74㎡,南 北,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4000,4000,0,4000
顺义 马坡 佳和宜园,2020/4/10,BJ2402766888121155584,整租,3室1厅1卫,93㎡,#,武晓丽,93㎡,南 北,12天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,2800,2800,0,2800
亦庄开发区 马驹桥 宏仁家园,2020/4/16,BJ2489695477571002368,整租,2室1厅1卫,91㎡,#,蒲德文,91㎡,东 西,6天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3600,3600,0,3600
大兴 大兴其它 北京城建北京密码,2020/4/16,BJ2317227532467830784,整租,2房间1卫,57㎡,#,倪萍,57㎡,南,6天前,随时入住,中楼层/7层,无,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,2300,2300,0,2300
顺义 马坡 新马家园,2020/4/16,BJ2422326765700513792,整租,1室1厅1卫,65㎡,#,马从刚,65㎡,南,6天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
房山 良乡 行宫园一里,2020/4/15,BJ2425355570899845120,整租,2室1厅1卫,72㎡,精装修,吴冬雪,72㎡,南 北,7天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2500,2500,0,2500
顺义 顺义城 龙府花园,2020/4/17,BJ2363501816190074880,整租,1室1厅1卫,58㎡,#,赵蕊,58㎡,南 北,5天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3000,3000,0,3000
丰台 丰台其它 建设三里,2020/4/18,BJ2425890942608752640,整租,2室1厅1卫,60㎡,#,卢亚平,60㎡,南 北,4天前,随时入住,低楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3年以内,需提前预约,季付,3200,3200,0,3200
丰台 西红门 五爱屯西街,2020/4/17,BJ2402768914380759040,整租,2室1厅1卫,55㎡,#,白伟伟,55㎡,南 北,5天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500
门头沟 门头沟其它 滨河楼小区,2020/4/19,BJ2427292022890577920,整租,2室1厅1卫,60㎡,#,,60㎡,南,3天前,随时入住,低楼层/3层,无,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,季付,2300,2300,0,2300
门头沟 门头沟其它 南街铁路小区,2020/4/19,BJ2366517308316729344,整租,2室1厅1卫,57㎡,#,,57㎡,东 西,3天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500
顺义 顺义城 仓上小区,2020/4/19,BJ2296832167868628992,整租,1室1厅1卫,65㎡,#,佟瑶,65㎡,南 北,3天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2700,2700,0,2700
丰台 卢沟桥 晓月新城,2020/4/20,BJ2433213828620886016,整租,1室1厅1卫,55㎡,精装修,邹贺,55㎡,西,2天前,随时入住,高楼层/24层,有,暂无数据,民水,民电,有,自采暖,2年以内,需提前预约,季付,3500,3500,0,3500
朝阳 双桥 双桥五号井,2020/4/21,BJ2480191087826698240,整租,2室1厅1卫,84㎡,#,王晓伟,84㎡,东 南 西,1天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4300,4300,0,4300
顺义 顺义城 石园北区,2020/4/20,BJ2354886311611482112,整租,2室1厅1卫,70㎡,#,任爱军,70㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,2800,2800,0,2800
顺义 顺义城 石园北区,2020/4/20,BJ2471557529168257024,整租,2室1厅1卫,73㎡,#,张佳奇,73㎡,南 北,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2900,2900,0,2900
房山 良乡 明源北里,2020/4/20,BJ2425973335306813440,整租,2室1厅1卫,54㎡,#,邓浩,54㎡,南 北,2天前,随时入住,高楼层/5层,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖,暂无数据,需提前预约,季付,2400,2400,0,2400
朝阳 朝阳其它 柏阳景园,2020/4/22,BJ2404174577845944320,整租,2室1厅1卫,85㎡,#,于洋,85㎡,南 北,今天,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4800,4800,0,4800
房山 良乡 明源南里,2020/4/22,BJ2397714885795381248,整租,2室1厅1卫,56㎡,#,崔延峰,56㎡,南,今天,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,2400,2400,0,2400
顺义 顺义城 仓上小区,2020/4/22,BJ2365074747265654784,整租,1室1厅1卫,64㎡,#,董帅旗,64㎡,南 北,今天,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000
东城 天坛 金鱼池西区,2020/4/11,BJ2497183003042914304,整租,1室1厅1卫,51㎡,#,李国盛,51㎡,西,11天前,2020/5/4,低楼层/7层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,5500,5500,0,5500
朝阳 定福庄 绿岛苑东区,2020/4/20,BJ2497050102250872832,整租,2室1厅1卫,62㎡,#,李冰,62㎡,南 北,2天前,2020/5/12,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500
东城 永定门 郭庄北里,2020/4/21,BJ2496899005519233024,整租,1室1厅1卫,44㎡,#,张子杨,44㎡,东,1天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4300,4300,0,4300
西城 天宁寺 车站东街甲9号院,2020/4/16,BJ2499223187377111040,整租,2室1厅1卫,53㎡,精装修,贾倩,53㎡,南,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,5200,5200,0,5200
朝阳 石佛营 十里堡北区,2020/4/17,BJ2499129993045475328,整租,2室1厅1卫,60㎡,精装修,范柳倩,60㎡,东 西,5天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,5600,5600,0,5600
丰台 马家堡 马家堡西里,2020/4/22,BJ2499046033397653504,整租,2室1厅1卫,54㎡,#,王曼,54㎡,南 北,今天,2020/4/30,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4700,4700,0,4700
亦庄开发区 马驹桥 新海南里,2020/4/19,BJ2499794670725636096,整租,1室1厅1卫,57㎡,#,张硕,57㎡,南,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3100,3100,0,3100
顺义 顺义城 石园东区,2020/4/19,BJ2499379239350960128,整租,1室1厅1卫,60㎡,精装修,武晓丽,60㎡,南 北,3天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3000,3000,0,3000
